ID,GU,resi_y,resi_m,q1,q2,q3,q3_1_1,q3_1_2,q3_1_3,q4,q5_1,q5_2,q5_3,q5_4,q5_5,q6,q6_op,q7,q8,q9,q9_1,q9_2,q9_2_op,q3_3_1,q3_3_2,q3_3_3,q3_3_4,q3_3_5,q3_3_6,q3_3_7,q3_3_8,q3_3_9,q3_3_10,q3_3_11,q3_3_12,q3_3_13,q3_3_14,q3_3_15,q3_3_16,q3_3_16_op,q9_4,q9_5,q9_5_op,q10,q10_op,q11_1,q11_1_op,q11_2,q11_2_op,q12,q13,q13_1,q13_2,q14,q14_op,q15,q15_op,q16,q16_op,q17,q17_op,q18,q19,q20,q21_op,DM1,DM2,DM3,DM4,DM5,DM6,DM7,DM8,DM9_1,DM9_2,DM9_3,DM9_4,DM10,DM11,DM12,DM12_op,DM13,DM14,DM14_op,DM15,wg,ws
1605,2,9.0,10.0,6.0,6.0,6.0,3.0,4.0,5.0,1.0,6.0,6.0,6.0,6.0,6.0,4.0,,6.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,3.0,,3.0,2.0,,,3.0,,1.0,,2.0,,1.0,,1.0,1.0,3.0,,1,34,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,279.07,0.49
1606,2,9.0,3.0,6.0,6.0,6.0,2.0,3.0,4.0,1.0,6.0,5.0,6.0,6.0,6.0,4.0,,6.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,3.0,,3.0,2.0,,,3.0,,1.0,,2.0,,1.0,,1.0,1.0,3.0,,2,35,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,175.68,0.3085
1607,2,10.0,2.0,6.0,6.0,6.0,3.0,5.0,4.0,1.0,7.0,6.0,6.0,6.0,6.0,3.0,,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,3.0,,3.0,2.0,,,3.0,,1.0,,2.0,,1.0,,1.0,1.0,3.0,,1,35,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,7.0,,5.0,1.0,,1.0,233.75,0.4104
1608,1,35.0,5.0,5.0,4.0,6.0,2.0,7.0,8.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,,4.0,2.0,2.0,1.0,2.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.0,2.0,,,,1.0,,4.0,,3.0,2.0,,,3.0,,2.0,,1.0,,3.0,,2.0,3.0,1.0,,2,34,1.0,3.0,4.0,1.0,2.0,,,,,,1.0,1.0,3.0,,9.0,2.0,,1.0,198.29,0.3482
1609,1,12.0,8.0,3.0,4.0,3.0,,,,3.0,3.0,2.0,3.0,3.0,3.0,7.0,,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,6.0,,3.0,2.0,,,4.0,,1.0,,1.0,,4.0,,3.0,2.0,1.0,,1,24,1.0,1.0,4.0,1.0,2.0,,,,,,3.0,,10.0,,8.0,1.0,,1.0,1282.44,2.2517
1610,2,19.0,7.0,4.0,4.0,5.0,3.0,1.0,5.0,2.0,5.0,5.0,6.0,6.0,5.0,3.0,,5.0,2.0,2.0,1.0,2.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,4.0,,,,10.0,,7.0,,2.0,2.0,,,2.0,,2.0,,1.0,,3.0,,2.0,3.0,4.0,,1,31,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,1.0,5.0,5.0,,7.0,3.0,,1.0,279.07,0.49
1611,2,17.0,3.0,3.0,3.0,4.0,,,,3.0,2.0,2.0,4.0,2.0,2.0,3.0,,3.0,4.0,1.0,1.0,3.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19.0,5.0,,,,10.0,,8.0,,3.0,1.0,2.0,30.0,3.0,,2.0,,2.0,,1.0,,2.0,3.0,1.0,,1,33,1.0,3.0,2.0,1.0,2.0,,,,,,1.0,1.0,4.0,,7.0,3.0,,2.0,279.07,0.49
1612,2,9.0,3.0,6.0,6.0,6.0,1.0,2.0,3.0,1.0,6.0,7.0,7.0,6.0,6.0,4.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,3.0,2.0,,,3.0,,1.0,,2.0,,1.0,,1.0,1.0,3.0,,1,33,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,279.07,0.49
1613,2,10.0,3.0,6.0,7.0,6.0,2.0,3.0,4.0,1.0,7.0,7.0,7.0,6.0,6.0,3.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,3.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,3.0,,1,37,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,233.75,0.4104
1614,2,29.0,2.0,6.0,6.0,7.0,1.0,2.0,3.0,1.0,6.0,7.0,7.0,7.0,7.0,1.0,,7.0,1.0,1.0,1.0,2.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,1.0,,,,1.0,,2.0,,2.0,1.0,5.0,50.0,1.0,,1.0,,2.0,,1.0,,1.0,1.0,2.0,,2,29,1.0,3.0,4.0,2.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,211.0,0.3705
1615,2,29.0,1.0,6.0,7.0,7.0,1.0,3.0,2.0,1.0,7.0,6.0,7.0,6.0,7.0,1.0,,7.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,1.0,,,,1.0,,2.0,,1.0,1.0,5.0,50.0,1.0,,1.0,,2.0,,1.0,,1.0,1.0,2.0,,1,29,1.0,3.0,4.0,2.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,757.4,1.3298
1616,2,29.0,3.0,7.0,6.0,7.0,1.0,2.0,3.0,1.0,7.0,6.0,7.0,7.0,7.0,1.0,,7.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,1.0,,,,1.0,,2.0,,2.0,1.0,5.0,50.0,1.0,,1.0,,2.0,,1.0,,1.0,1.0,2.0,,1,29,1.0,3.0,4.0,2.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,757.4,1.3298
1617,2,29.0,3.0,7.0,7.0,7.0,1.0,2.0,3.0,1.0,7.0,6.0,7.0,6.0,7.0,1.0,,7.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,1.0,,2.0,,1.0,2.0,,,1.0,,1.0,,2.0,,1.0,,1.0,1.0,1.0,,1,29,1.0,3.0,4.0,2.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,757.4,1.3298
1618,2,29.0,1.0,6.0,7.0,7.0,1.0,2.0,3.0,1.0,6.0,6.0,6.0,7.0,6.0,1.0,,6.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,1.0,,2.0,,1.0,2.0,,,1.0,,1.0,,2.0,,1.0,,1.0,1.0,2.0,,2,29,1.0,3.0,4.0,2.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,211.0,0.3705
1619,2,29.0,2.0,7.0,6.0,7.0,1.0,2.0,4.0,1.0,7.0,7.0,7.0,7.0,6.0,1.0,,6.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,1.0,,2.0,,1.0,2.0,,,1.0,,1.0,,2.0,,1.0,,1.0,1.0,2.0,,2,29,1.0,3.0,4.0,2.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,211.0,0.3705
1620,2,10.0,6.0,6.0,6.0,6.0,1.0,2.0,4.0,1.0,6.0,7.0,6.0,7.0,6.0,3.0,,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,2.0,,3.0,2.0,,,3.0,,1.0,,1.0,,1.0,,1.0,1.0,3.0,,1,33,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,7.0,,5.0,1.0,,1.0,279.07,0.49
1621,2,11.0,2.0,6.0,6.0,6.0,1.0,3.0,4.0,1.0,6.0,6.0,7.0,7.0,6.0,3.0,,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,3.0,,3.0,2.0,,,3.0,,1.0,,1.0,,1.0,,1.0,1.0,3.0,,1,36,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,233.75,0.4104
1622,2,9.0,8.0,6.0,7.0,6.0,1.0,3.0,4.0,1.0,6.0,6.0,7.0,6.0,6.0,3.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,3.0,,3.0,2.0,,,3.0,,1.0,,1.0,,1.0,,1.0,1.0,3.0,,1,36,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,233.75,0.4104
1623,2,29.0,0.0,3.0,4.0,5.0,7.0,5.0,6.0,3.0,3.0,4.0,3.0,5.0,5.0,2.0,,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,1.0,,4.0,,2.0,3.0,2.0,50.0,2.0,,5.0,,5.0,,1.0,,3.0,2.0,3.0,,2,28,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,4.0,2.0,,3.0,211.0,0.3705
1624,2,10.0,3.0,7.0,6.0,7.0,1.0,3.0,4.0,1.0,6.0,7.0,6.0,7.0,7.0,1.0,,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,3.0,,3.0,2.0,,,3.0,,1.0,,1.0,,1.0,,1.0,1.0,3.0,,1,32,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,7.0,,5.0,1.0,,1.0,279.07,0.49
1625,2,4.0,6.0,3.0,3.0,3.0,,,,3.0,3.0,5.0,4.0,4.0,5.0,4.0,,3.0,2.0,4.0,1.0,3.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,2.0,,,,7.0,,9.0,,5.0,1.0,5.0,100.0,3.0,,5.0,,5.0,,1.0,,2.0,3.0,4.0,,2,40,1.0,3.0,1.0,3.0,2.0,,,,,,2.0,,3.0,,4.0,2.0,,3.0,281.02,0.4934
1626,2,9.0,2.0,6.0,7.0,6.0,2.0,3.0,4.0,1.0,6.0,7.0,6.0,6.0,6.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,3.0,,3.0,2.0,,,3.0,,2.0,,1.0,,1.0,,1.0,1.0,5.0,,2,44,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,281.02,0.4934
1627,2,9.0,3.0,7.0,6.0,7.0,2.0,3.0,4.0,1.0,7.0,6.0,6.0,7.0,6.0,1.0,,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,3.0,,3.0,2.0,,,3.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,36,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,233.75,0.4104
1628,2,9.0,10.0,7.0,6.0,7.0,2.0,3.0,4.0,1.0,6.0,6.0,7.0,6.0,6.0,1.0,,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,3.0,,3.0,2.0,,,3.0,,2.0,,1.0,,1.0,,1.0,1.0,5.0,,1,32,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,5.0,,4.0,1.0,,1.0,279.07,0.49
1629,1,9.0,3.0,6.0,7.0,7.0,3.0,5.0,4.0,1.0,7.0,6.0,6.0,7.0,6.0,1.0,,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,3.0,,3.0,2.0,,,3.0,,2.0,,1.0,,1.0,,1.0,1.0,5.0,,1,32,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,7.0,,5.0,1.0,,1.0,349.9,0.6143
1630,1,9.0,6.0,6.0,6.0,7.0,2.0,4.0,3.0,1.0,7.0,7.0,6.0,6.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,2.0,,3.0,2.0,,,3.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,36,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,7.0,,5.0,1.0,,1.0,233.83,0.4106
1631,1,8.0,11.0,7.0,7.0,7.0,3.0,2.0,5.0,1.0,7.0,7.0,6.0,7.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,3.0,,3.0,2.0,,,3.0,,2.0,,1.0,,1.0,,1.0,1.0,5.0,,1,40,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,393.96,0.6917
1632,1,8.0,9.0,6.0,7.0,7.0,1.0,4.0,3.0,1.0,7.0,7.0,6.0,6.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,3.0,,3.0,2.0,,,3.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,35,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,7.0,,5.0,1.0,,1.0,233.83,0.4106
1633,1,9.0,9.0,7.0,7.0,7.0,2.0,4.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,3.0,,3.0,2.0,,,3.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,39,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,7.0,,5.0,1.0,,1.0,233.83,0.4106
1634,2,30.0,1.0,7.0,7.0,6.0,1.0,2.0,3.0,1.0,6.0,7.0,7.0,7.0,6.0,1.0,,7.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,1.0,,3.0,,1.0,2.0,,,2.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1,30,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,2.0,279.07,0.49
1635,2,30.0,2.0,7.0,7.0,7.0,1.0,2.0,3.0,1.0,7.0,6.0,7.0,6.0,7.0,1.0,,7.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,1.0,,2.0,,1.0,2.0,,,2.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,2,30,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,2.0,142.72,0.2506
1636,2,38.0,3.0,6.0,7.0,6.0,1.0,2.0,3.0,1.0,7.0,7.0,7.0,6.0,7.0,1.0,,7.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,1.0,,2.0,,2.0,2.0,,,2.0,,5.0,,1.0,,2.0,,1.0,1.0,1.0,,2,30,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,2.0,142.72,0.2506
1637,1,10.0,2.0,7.0,7.0,7.0,2.0,3.0,4.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,2.0,,3.0,2.0,,,3.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,44,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,7.0,,5.0,1.0,,1.0,393.96,0.6917
1638,2,30.0,3.0,6.0,7.0,7.0,1.0,3.0,4.0,1.0,7.0,6.0,7.0,7.0,7.0,1.0,,7.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,1.0,,2.0,,1.0,2.0,,,2.0,,5.0,,1.0,,2.0,,1.0,1.0,2.0,,2,30,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,2.0,142.72,0.2506
1639,2,30.0,1.0,7.0,7.0,7.0,1.0,2.0,3.0,1.0,7.0,7.0,7.0,6.0,6.0,2.0,,7.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,1.0,,2.0,,1.0,2.0,,,2.0,,5.0,,1.0,,2.0,,1.0,1.0,2.0,,2,30,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,2.0,142.72,0.2506
1640,2,30.0,2.0,7.0,7.0,7.0,1.0,2.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,,7.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,1.0,,2.0,,1.0,2.0,,,2.0,,5.0,,1.0,,2.0,,1.0,1.0,2.0,,2,30,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,2.0,142.72,0.2506
1641,1,10.0,6.0,7.0,7.0,7.0,2.0,3.0,5.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,2.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,33,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,7.0,,5.0,1.0,,1.0,349.9,0.6143
1642,1,9.0,10.0,7.0,7.0,7.0,2.0,3.0,4.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,3.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,2,38,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,267.21,0.4692
1643,2,29.0,0.0,6.0,7.0,5.0,1.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,,6.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,4.0,,3.0,2.0,,,2.0,,2.0,,1.0,,1.0,,1.0,1.0,5.0,,1,29,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,4.0,4.0,,3.0,757.4,1.3298
1644,2,29.0,0.0,6.0,6.0,4.0,,,,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,6.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,8.0,,9.0,,3.0,2.0,,,3.0,,2.0,,1.0,,1.0,,1.0,1.0,5.0,,1,29,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,4.0,4.0,,3.0,757.4,1.3298
1645,3,11.0,10.0,7.0,7.0,7.0,2.0,3.0,4.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,3.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,2,44,1.0,3.0,2.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,277.38,0.487
1646,3,10.0,6.0,7.0,7.0,7.0,2.0,3.0,4.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,3.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,41,1.0,3.0,2.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,508.07,0.8921
1647,3,32.0,10.0,5.0,3.0,5.0,2.0,6.0,1.0,1.0,4.0,5.0,5.0,6.0,6.0,4.0,,6.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,11.0,,9.0,,3.0,2.0,,,3.0,,1.0,,2.0,,1.0,,2.0,3.0,3.0,,1,32,1.0,3.0,4.0,1.0,2.0,,,,,,1.0,1.0,4.0,,8.0,1.0,,1.0,891.82,1.5658
1648,2,34.0,0.0,4.0,5.0,3.0,,,,4.0,3.0,5.0,4.0,3.0,4.0,5.0,,4.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,7.0,,10.0,,5.0,3.0,4.0,40.0,3.0,,4.0,,5.0,,1.0,,3.0,4.0,3.0,,2,34,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,4.0,1.0,,3.0,142.72,0.2506
1649,3,11.0,10.0,7.0,7.0,7.0,1.0,2.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,3.0,,3.0,2.0,,,3.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,36,1.0,3.0,2.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,449.18,0.7887
1650,2,12.0,7.0,4.0,4.0,4.0,,,,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,4.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,6.0,,3.0,2.0,,,3.0,,3.0,,1.0,,3.0,,2.0,2.0,3.0,,1,24,1.0,1.0,3.0,1.0,2.0,,,,,,1.0,1.0,9.0,,8.0,3.0,,1.0,1950.17,3.4241
1651,3,11.0,8.0,7.0,7.0,7.0,1.0,2.0,3.0,1.0,7.0,7.0,6.0,6.0,6.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,3.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,2,33,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,226.59,0.3978
1652,3,23.0,10.0,2.0,3.0,5.0,5.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,,5.0,5.0,1.0,1.0,3.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,1.0,,,,7.0,,8.0,,2.0,2.0,,,4.0,,1.0,,1.0,,2.0,,2.0,3.0,1.0,,2,23,1.0,3.0,3.0,1.0,2.0,,,,,,3.0,,10.0,,9.0,3.0,,1.0,864.13,1.5172
1653,3,9.0,6.0,7.0,7.0,7.0,3.0,5.0,4.0,1.0,7.0,7.0,7.0,6.0,6.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,2.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,2,38,1.0,3.0,4.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,254.32,0.4465
1654,3,10.0,3.0,7.0,6.0,7.0,2.0,4.0,3.0,1.0,7.0,7.0,6.0,7.0,6.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,3.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,2,34,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,226.59,0.3978
1655,2,35.0,4.0,4.0,4.0,4.0,,,,3.0,4.0,4.0,3.0,4.0,3.0,8.0,,4.0,3.0,1.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.0,2.0,,,,6.0,,4.0,,2.0,2.0,,,3.0,,2.0,,1.0,,3.0,,2.0,2.0,1.0,,1,34,1.0,3.0,3.0,1.0,2.0,,,,,,1.0,1.0,3.0,,9.0,1.0,,1.0,279.07,0.49
1656,1,25.0,6.0,5.0,6.0,6.0,2.0,4.0,7.0,2.0,5.0,6.0,6.0,6.0,5.0,3.0,,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,8.0,,5.0,,3.0,3.0,1.0,20.0,2.0,,1.0,,1.0,,2.0,,2.0,2.0,2.0,,2,35,1.0,3.0,2.0,1.0,2.0,,,,,,1.0,1.0,2.0,,7.0,2.0,,1.0,267.21,0.4692
1657,3,11.0,3.0,7.0,6.0,7.0,2.0,3.0,1.0,1.0,7.0,6.0,7.0,6.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,3.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,2,44,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,277.38,0.487
1658,3,10.0,2.0,7.0,7.0,7.0,2.0,3.0,4.0,1.0,7.0,6.0,6.0,7.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,3.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,34,1.0,3.0,4.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,891.82,1.5658
1659,3,11.0,2.0,7.0,6.0,7.0,2.0,3.0,1.0,1.0,7.0,6.0,7.0,7.0,6.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,2.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,1,37,1.0,3.0,4.0,3.0,2.0,,,,,,1.0,1.0,7.0,,5.0,1.0,,1.0,449.18,0.7887
1660,3,10.0,8.0,7.0,7.0,7.0,2.0,3.0,4.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,3.0,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,3.0,,1,43,1.0,3.0,4.0,3.0,2.0,,,,,,1.0,1.0,5.0,,5.0,1.0,,1.0,508.07,0.8921
