Variable Name,Variable Label,Value Code,Value Label
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),112,스마트도시 활성화
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),130.5,◎ 생활환경/인프라
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),131,살기좋은 도시
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),132,활력있는 도시
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),133,차없는 거리
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),134,품격있는 도시
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),135,생활 편의시설/기반시설 잘되어 있음
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),136,휴식공간 잘되어 있음
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),137,"공공시설 잘되어 있음(화장실,주차장,도서관 등)"
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),138,다양한 상업시설
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),139,깨끗하고 쾌적한 환경
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),141,녹지공간 확보
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),143,공원/산책로 조성 잘됨
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),145,재래시장이 많음
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),146,서울근교
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),147,경기도의 중심 역할 수행
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),160.5,◎ 친환경 정책
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),161,환경보전/친환경/자연친화적 도시
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),162,환경개선/정비
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),163,환경교육 실시
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),164,기후변화 대비
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),165,대기오염 관리
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),166,폐기물스티커
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),167,재활용 정책
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),168,쓰레기 분리 배출/수거 잘됨
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),180.5,◎ 사회.복지
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),181,다양한 복지헤택/시설 제공함
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),183,"저소득층, 다문화가정, 한부모가정 등 취약계층 지원"
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),185,중장년 지원
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),186,청년지원사업(
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),187,아동·청소년 지원
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),189,"노인복지(노인복지시설,노인교육 등)"
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),190,"노인돌봄 지원(독거노인,요양지원 등)"
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),192,"장애인 지원사업(활동보조,장애인 시설 등)"
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),194,아이돌봄 정책 수립
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),197,보육환경 우수
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),200,"출산관련 지원(출산장려금,임신.출산진료비 등)"
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),211,사회환경
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),212,다양한 국비지원
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),213,인구정책
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),214,봉사활동 지원
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),215,젊은 인구 유입 활성화
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),220,유기견 보호
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),240.5,◎ 의료/건강
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),241,"치매관리 프로그램(치매 조기검진사업,치매노인 인식표)"
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),242,의료시설 좋음(상급병원)
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),243,보건의료 지원
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),244,시민정신건강센타관리 운영
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),260.5,◎ 교육정책
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),261,교육환경 우수(교육체계/인프라 등)
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),262,교육정책 (공교육 활성화)
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),263,"다양한 교육기회 제공(학교방과후,지역아동센터,평생교육원)"
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),280.5,◎ 안전/질서유지
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),281,"안전한 도시(낮은 범죄율,치안 우수)"
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),282,교통질서 확립
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),284,어린이 보행 안전 지도
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),285,재해.재난대비
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),287,여성안심귀가
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),289,CCTV설치
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),300.5,◎ 정책 수립/운영
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),301,혁신행정 도시
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),302,다양한 정책 시도
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),303,시대에 맞는 시정운영
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),304,선도적 역할수행
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),305,다양한 지원사업 제공
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),306,발전/변화추구 하는 도시
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),311,행정업무 우수
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),312,투명한 재정관리
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),313,민원처리 잘됨
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),314,신속한 행정업무
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),320,친절한 고객응대
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),330.5,◎ 소통 및 시정 홍보
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),331,효과적인 홍보활동
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),332,시민과 소통 잘함
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),340,시민들의 지역사랑
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),350.5,◎ 문화.관광.축제
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),351,문화재 보존/관리가 잘됨
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),352,역사적 명소/문화재/문화유산이 많음
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),353,다양한 전통문화 계승
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),354,다양한 문화생활을 즐길수 있음
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),361,관광산업 활성화
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),362,볼거리 많음
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),363,먹거리가 많음
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),370,다양한 축제/행사
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),380.5,◎ 여가.체육시설
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),381,다양한 여가활동 지원
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),382,체육 활동/시설 지원 확대
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),383,무인자전거대여
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),899.5,◎ 기타
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),900,전반적으로 잘함
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),998,없음
Q55_1m2,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),999,모름/무응답
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),0.5,◎ 경제/민생
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),1,경제발전
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),2,"일자리 지원사업(공동체 일자리,일자리센터 운영 등)"
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),5,경력단절 여성 취업지원
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),6,물가안정
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),11,창업지원
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),12,소상공인지원 사업
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),13,수원기업새빛펀드추진화
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),21,기업유치
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),22,지역화폐 활성화
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),23,첨단/IT산업 육성
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),24,활발한 기업 투자
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),27,R&D투자
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),50.5,"◎ 도로,교통"
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),51,도로 시설 정비
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),55,보행시설
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),61,교통체계/인프라/교통연계가 잘됨
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),62,첨단 교통시스템 구축
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),63,대중교통 이용 편리함
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),64,"교통비 지원(취준생,노인)"
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),65,주정차 단속
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),66,교통약자 보호
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),69,버스정류장의 온열의자 설치
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),70,전기차 충전소 확대
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),100.5,"◎ 도시 개발/주거환경(재개발,재건축)"
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),101,주거안정
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),102,주거 환경 개선 시행
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),103,청년 주거지원(월세지원 등)
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),104,"도시 재생(재개발, 재건축, 신도기 개발 등)"
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),106,하수관교체
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),112,스마트도시 활성화
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),130.5,◎ 생활환경/인프라
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),131,살기좋은 도시
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),132,활력있는 도시
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),133,차없는 거리
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),134,품격있는 도시
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),135,생활 편의시설/기반시설 잘되어 있음
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),136,휴식공간 잘되어 있음
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),137,"공공시설 잘되어 있음(화장실,주차장,도서관 등)"
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),138,다양한 상업시설
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),139,깨끗하고 쾌적한 환경
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),141,녹지공간 확보
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),143,공원/산책로 조성 잘됨
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),145,재래시장이 많음
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),146,서울근교
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),147,경기도의 중심 역할 수행
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),160.5,◎ 친환경 정책
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),161,환경보전/친환경/자연친화적 도시
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),162,환경개선/정비
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),163,환경교육 실시
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),164,기후변화 대비
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),165,대기오염 관리
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),166,폐기물스티커
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),167,재활용 정책
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),168,쓰레기 분리 배출/수거 잘됨
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),180.5,◎ 사회.복지
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),181,다양한 복지헤택/시설 제공함
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),183,"저소득층, 다문화가정, 한부모가정 등 취약계층 지원"
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),185,중장년 지원
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),186,청년지원사업(
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),187,아동·청소년 지원
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),189,"노인복지(노인복지시설,노인교육 등)"
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),190,"노인돌봄 지원(독거노인,요양지원 등)"
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),192,"장애인 지원사업(활동보조,장애인 시설 등)"
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),194,아이돌봄 정책 수립
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),197,보육환경 우수
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),200,"출산관련 지원(출산장려금,임신.출산진료비 등)"
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),211,사회환경
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),212,다양한 국비지원
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),213,인구정책
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),214,봉사활동 지원
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),215,젊은 인구 유입 활성화
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),220,유기견 보호
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),240.5,◎ 의료/건강
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),241,"치매관리 프로그램(치매 조기검진사업,치매노인 인식표)"
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),242,의료시설 좋음(상급병원)
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),243,보건의료 지원
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),244,시민정신건강센타관리 운영
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),260.5,◎ 교육정책
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),261,교육환경 우수(교육체계/인프라 등)
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),262,교육정책 (공교육 활성화)
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),263,"다양한 교육기회 제공(학교방과후,지역아동센터,평생교육원)"
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),280.5,◎ 안전/질서유지
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),281,"안전한 도시(낮은 범죄율,치안 우수)"
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),282,교통질서 확립
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),284,어린이 보행 안전 지도
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),285,재해.재난대비
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),287,여성안심귀가
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),289,CCTV설치
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),300.5,◎ 정책 수립/운영
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),301,혁신행정 도시
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),302,다양한 정책 시도
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),303,시대에 맞는 시정운영
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),304,선도적 역할수행
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),305,다양한 지원사업 제공
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),306,발전/변화추구 하는 도시
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),311,행정업무 우수
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),312,투명한 재정관리
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),313,민원처리 잘됨
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),314,신속한 행정업무
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),320,친절한 고객응대
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),330.5,◎ 소통 및 시정 홍보
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),331,효과적인 홍보활동
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),332,시민과 소통 잘함
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),340,시민들의 지역사랑
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),350.5,◎ 문화.관광.축제
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),351,문화재 보존/관리가 잘됨
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),352,역사적 명소/문화재/문화유산이 많음
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),353,다양한 전통문화 계승
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),354,다양한 문화생활을 즐길수 있음
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),361,관광산업 활성화
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),362,볼거리 많음
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),363,먹거리가 많음
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),370,다양한 축제/행사
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),380.5,◎ 여가.체육시설
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),381,다양한 여가활동 지원
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),382,체육 활동/시설 지원 확대
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),383,무인자전거대여
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),899.5,◎ 기타
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),900,전반적으로 잘함
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),998,없음
Q55_1m3,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),999,모름/무응답
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),0.5,◎ 경제/민생
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),1,경제발전
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),2,"일자리 지원사업(공동체 일자리,일자리센터 운영 등)"
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),5,경력단절 여성 취업지원
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),6,물가안정
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),11,창업지원
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),12,소상공인지원 사업
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),13,수원기업새빛펀드추진화
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),21,기업유치
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),22,지역화폐 활성화
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),23,첨단/IT산업 육성
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),24,활발한 기업 투자
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),27,R&D투자
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),50.5,"◎ 도로,교통"
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),51,도로 시설 정비
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),55,보행시설
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),61,교통체계/인프라/교통연계가 잘됨
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),62,첨단 교통시스템 구축
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),63,대중교통 이용 편리함
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),64,"교통비 지원(취준생,노인)"
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),65,주정차 단속
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),66,교통약자 보호
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),69,버스정류장의 온열의자 설치
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),70,전기차 충전소 확대
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),100.5,"◎ 도시 개발/주거환경(재개발,재건축)"
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),101,주거안정
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),102,주거 환경 개선 시행
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),103,청년 주거지원(월세지원 등)
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),104,"도시 재생(재개발, 재건축, 신도기 개발 등)"
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),106,하수관교체
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),112,스마트도시 활성화
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),130.5,◎ 생활환경/인프라
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),131,살기좋은 도시
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),132,활력있는 도시
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),133,차없는 거리
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),134,품격있는 도시
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),135,생활 편의시설/기반시설 잘되어 있음
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),136,휴식공간 잘되어 있음
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),137,"공공시설 잘되어 있음(화장실,주차장,도서관 등)"
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),138,다양한 상업시설
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),139,깨끗하고 쾌적한 환경
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),141,녹지공간 확보
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),143,공원/산책로 조성 잘됨
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),145,재래시장이 많음
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),146,서울근교
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),147,경기도의 중심 역할 수행
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),160.5,◎ 친환경 정책
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),161,환경보전/친환경/자연친화적 도시
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),162,환경개선/정비
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),163,환경교육 실시
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),164,기후변화 대비
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),165,대기오염 관리
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),166,폐기물스티커
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),167,재활용 정책
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),168,쓰레기 분리 배출/수거 잘됨
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),180.5,◎ 사회.복지
Q55_1m4,문55-1. 수원시가 가장 잘 하고 있는 것(주관식),181,다양한 복지헤택/시설 제공함
